Vehicle ID,State,Repair ,Reason,YEAR ,Make,Body Type 
8.63333E+14,NH,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63333E+14,NH,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.63333E+14,NH,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.70603E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.77904E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.85235E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.92596E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
8.99988E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.07411E+14,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
9.14864E+14,NH,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
9.52586E+14,NH,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.52586E+14,NH,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.52586E+14,NH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.52586E+14,NH,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
9.60222E+14,NJ,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.60222E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.67889E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.75586E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.83313E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.91071E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
9.98859E+14,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.00668E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.01453E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.02241E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03032E+15,NJ,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03032E+15,NJ,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03032E+15,NJ,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.03826E+15,NJ,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.03826E+15,NJ,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.03826E+15,NJ,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.03826E+15,NJ,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.03826E+15,NJ,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.04623E+15,NJ,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.05423E+15,NJ,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.06226E+15,NJ,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.07033E+15,NJ,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.07842E+15,NM,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.08654E+15,NM,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.08654E+15,NM,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.08654E+15,NM,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.0947E+15,NM,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.10288E+15,NM,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.10288E+15,NM,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.1111E+15,NV,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.1111E+15,NV,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.11934E+15,NV,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.11934E+15,NV,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.12762E+15,NV,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.13593E+15,NY,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.13593E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.13593E+15,NY,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.14426E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.15263E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.16103E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.16946E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.17792E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.17792E+15,NY,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.17792E+15,NY,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.1864E+15,NY,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.1864E+15,NY,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.1864E+15,NY,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.19492E+15,NY,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.19492E+15,NY,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.19492E+15,NY,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.20347E+15,NY,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.21206E+15,NY,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.21206E+15,NY,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.22067E+15,NY,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.22067E+15,NY,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.22931E+15,NY,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.22931E+15,NY,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.23798E+15,NY,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.24668E+15,OH,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.24668E+15,OH,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.24668E+15,OH,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.24668E+15,OH,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.25542E+15,OH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.25542E+15,OH,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.25542E+15,OH,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.25542E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26418E+15,OH,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.26418E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.27298E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.2818E+15,OH,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.2818E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29066E+15,OH,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29066E+15,OH,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.29954E+15,OH,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.29954E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.30846E+15,OH,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.30846E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.3174E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.32638E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.33539E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.34443E+15,OH,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.3535E+15,OH,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.36259E+15,OH,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.36259E+15,OH,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.36259E+15,OH,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.37172E+15,OK,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.37172E+15,OK,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.37172E+15,OK,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.38088E+15,OK,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.38088E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.39008E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.3993E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.40855E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.41783E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.42714E+15,OK,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.43649E+15,OK,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.43649E+15,OK,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.44586E+15,OK,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.44586E+15,OK,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.45526E+15,OK,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.45526E+15,OK,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.45526E+15,OK,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.4647E+15,OK,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.47416E+15,OK,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.47416E+15,OK,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.48366E+15,OK,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.48366E+15,OK,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.49318E+15,OK,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.49318E+15,OK,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.49318E+15,OK,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.50274E+15,OR,Tire replacement,Flat- hole not reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.51233E+15,OR,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.51233E+15,OR,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.51233E+15,OR,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.52194E+15,PA,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,PA,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.52194E+15,OR,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.53159E+15,PA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.54127E+15,PA,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.54127E+15,PA,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.54127E+15,PA,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.54127E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.55098E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.56072E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.57049E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.58029E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59012E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59998E+15,PA,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.59998E+15,PA,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.60987E+15,PA,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.60987E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.61979E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.62975E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.63973E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.64974E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.65979E+15,RI,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Rocker Panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67997E+15,RI,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.67997E+15,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.67997E+15,RI,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.67997E+15,RI,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.6901E+15,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.6901E+15,RI,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.70027E+15,RI,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.71046E+15,RI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.72069E+15,RI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.73095E+15,RI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.74124E+15,RI,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.75156E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.75156E+15,SC,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.7619E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.77228E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.78269E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.79313E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.8036E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.81411E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.82464E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.8352E+15,SC,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.84579E+15,SC,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.84579E+15,SC,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.84579E+15,SC,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.85642E+15,SC,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.86707E+15,SD,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.86707E+15,SD,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.87775E+15,SD,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.87775E+15,SD,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.87775E+15,SD,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.88847E+15,SD,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.88847E+15,SD,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.88847E+15,SD,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.88847E+15,SD,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.89921E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.89921E+15,TN,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.90999E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.9208E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.93163E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.9425E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.9534E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.96432E+15,TN,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.97528E+15,TN,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.97528E+15,TN,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.98627E+15,TX,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.98627E+15,TX,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.99729E+15,TX,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.00834E+15,TX,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.00834E+15,TX,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.00834E+15,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.01942E+15,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.03053E+15,TX,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.04167E+15,TX,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.05285E+15,TX,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.06405E+15,TX,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.07528E+15,UT,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.08655E+15,UT,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.09784E+15,UT,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.09784E+15,UT,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.10916E+15,UT,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
